time,cldbase(m),rms(RU),tcw(1),rl(um),ri(um),fi(1),red_chi_2(1),dtl(1),dti(1),drl(um),dri(um),cwp(gm-2),dcwp(gm-2),lwp(gm-2),dlwp(gm-2),iwp(gm-2),diwp(gm-2),std,cov_0,avk_0,cov_1,avk_1,cov_2,avk_2,cov_3,avk_3,cov_4,avk_4,cov_5,avk_5,cov_6,avk_6,cov_7,avk_7,cov_8,avk_8,cov_9,avk_9,cov_10,avk_10,cov_11,avk_11,cov_12,avk_12,cov_13,avk_13,cov_14,avk_14,cov_15,avk_15
2017-06-11 10:13:00,100.0,0.8265313112418123,6.6297983870741035,6.968162508485672,30.429282596073715,0.5406194199601231,3.3484255244623684,0.4517700534334216,0.23711875806957194,1.3633311219794877,1.4805809432497257,77.19034003745409,9.037460577017708,14.148160077361107,4.86677951392274,63.04217996009299,4.1706810630949676,0.5083585818671293,0.20409618117923659,0.2964249696146562,-0.008942279627882709,0.051675473518804325,-0.11180166802020697,-0.9701274162809133,0.116778650369359,-0.2579263936341874,-0.00894227962788271,0.5378862253633284,0.05622530542845619,0.738037456445717,-0.03354827961295455,0.8215440354161414,0.02791243168672873,-0.08376765751079207,-0.11180166802020697,-0.03716451367691153,-0.03354827961295455,0.17836573826367624,0.09605726155932785,0.8432071949805415,-0.07758115830435336,0.09025172430391676,0.116778650369359,-0.18767935538773658,0.027912431686728734,-0.11211766230722968,-0.07758115830435336,0.17626784469806925,0.15400486816881992,0.36953226544380074
2017-06-11 10:14:00,100.0,0.7352466191988352,4.437945065858166,8.97656193425622,32.328905468553465,0.4760603739568949,2.4880342497282757,0.3116297351678878,0.24067270131242968,1.186676143109127,1.4501836869467994,53.68997830364656,8.235428242502557,13.91495930352741,3.704427411019874,39.77501900011915,4.531000831482683,0.5246093539544233,0.09711309184080787,0.3241644896030588,-0.06254723458070735,-0.05056432962632786,-0.021191102301705737,-1.5285320932256807,0.06696977631990293,-0.137500758408767,-0.06254723458070735,0.6395333424311694,0.05792334915702199,1.0140755292156978,-0.005963813130937254,1.527489510881938,-0.008479630214824958,0.03555518519147272,-0.021191102301705737,-0.1270329623548707,-0.005963813130937254,0.04050248304646673,0.029294459151621828,0.6145301790617865,-0.05115780362387861,0.03795583815031321,0.06696977631990293,-0.13943830434004192,-0.008479630214824962,-0.03188446062467781,-0.05115780362387861,0.013440161450349411,0.13815362638026005,0.5825932935316526
2017-06-11 10:15:00,100.0,0.8100450352477789,8.360978714756499,8.613334479826273,18.089964577639766,0.522904524937908,3.525078053491445,0.6287264081673256,0.5027133344037795,1.7941915452214487,1.6914985648762066,69.51344598435803,13.740841815705341,22.90564200256583,8.38162280775439,46.6078039817922,5.3592190079509505,0.48557460623738746,0.39529689632698656,0.1959564108372571,0.10766307499872826,0.17314826942281644,-0.3008751221700427,-0.1557206485792449,0.1653401188926876,-0.20805228059357803,0.10766307499872828,0.4645863535768221,0.2527206965873663,0.573243330780237,-0.21534489877387702,0.6575725953633886,0.13756953506854486,0.1290841000991646,-0.3008751221700427,0.12049496113995745,-0.21534489877387702,0.18352824060818418,0.3417039960284451,0.6181965784213325,-0.20562228359377463,0.0250466448005157,0.1653401188926876,-0.08907127511807278,0.13756953506854483,-0.09822087438492476,-0.20562228359377463,0.19153546543966787,0.2762709818997285,0.755417947477288
2017-06-11 10:43:00,100.0,0.5152171242548043,9.959295633911282,11.416225474192974,18.176471304087027,0.5949489537949599,1.3943029541924266,0.8782754358815252,0.6599858200132601,2.8744285102556932,3.191191305828602,94.20442086609222,21.48798266908365,30.702211640097474,14.414734306716703,63.50220922599474,7.073248362366948,0.49106941539502164,0.7713677412728831,0.3166301578405141,0.48907570689359803,0.3236699903336496,-0.7882076282635945,0.12669570856757503,0.2807458538165248,-0.21833498180596966,0.48907570689359803,0.3901942672703103,0.4355812826185754,0.4278950068319566,-0.440521323906353,0.3872858081562396,0.3009375036791153,-0.10334518239684409,-0.7882076282635945,0.14840843027417094,-0.440521323906353,0.21331577748323632,1.1148274062999195,0.5906491640934827,-0.26556229560325784,0.2044005601665644,0.2807458538165248,-0.10886914282489157,0.3009375036791153,-0.11090789736650444,-0.26556229560325784,0.25116316600440947,1.3465149249386108,0.6728393531402
2017-06-11 10:44:00,150.0,0.49361275877169647,7.3182045612139515,13.029892896589786,32.32465825080343,0.7018978767537065,1.4185252647657336,0.34586499397643206,0.2664511113739292,1.7198226708198352,1.5781427092412448,115.64203787539462,10.521348446825987,18.95043576689214,5.505667572537015,96.69160210850248,5.0156808742889725,0.46644346194663333,0.11962259405831739,0.33096530749411335,-0.03587648763539273,0.27905290225194507,-0.1697997387861864,-0.21103512301880084,0.012026021916857145,-0.37401190817764324,-0.03587648763539272,0.5566403197150854,0.070996194752402,0.6229358946181071,0.04895049444206188,0.5499533612329305,0.08048116079197075,0.05804586194532881,-0.1697997387861864,0.07972179100837867,0.048950494442061884,0.1852908365209682,0.2940038157941378,0.6864630484813561,-0.02092798158078532,0.3723543806289183,0.012026021916857144,-0.14324006338102013,0.08048116079197075,-0.0703139613154852,-0.020927981580785324,0.3357220796118048,0.20816283529520188,0.5834232829867961
2017-06-11 10:45:00,150.0,0.49235161262704935,7.55043706323943,13.938335924668054,35.85120573824386,0.5590926919197139,1.3139290994995803,0.5431537583534474,0.4494219613942663,2.0045812430159957,3.672146947555164,118.52036653062538,18.820724157867584,30.934211982930705,9.495997638591376,87.58615454769468,9.324726519276208,0.48341549872752804,0.29501600521347515,0.38902339311245376,0.06723873204300519,0.354384302900886,-0.3183782492503003,-0.2184155016665212,0.45589012615728175,-0.23740040418930206,0.06723873204300519,0.5342616006402984,0.20198009938346942,0.5659284774542234,-0.1317364140231879,0.47478368741706545,0.4574434789847602,-0.09751993305456809,-0.3183782492503003,0.05054586076732378,-0.1317364140231879,0.14090643106663658,0.48363009318938754,0.8908530315460972,-0.5143705808193475,0.19097740562138601,0.45589012615728175,-0.10270808650377146,0.4574434789847602,-0.017474089283285126,-0.5143705808193475,0.5056613260353279,1.6920194778600242,0.38697127822641636
2017-06-11 10:46:00,150.0,0.5103370740784122,5.2544509982063765,13.256989648498505,39.630526507307536,0.7714561109948039,1.3201994184803119,0.26037401541623983,0.23270188114137422,1.3801364498215167,1.521922795687518,103.28483365876919,8.72606354035992,10.613304332386212,3.406095843107923,92.67152932638298,5.319967697251998,0.4998831774891626,0.06779462790397629,0.425304205359828,-0.038542600674693374,0.22641683540664656,-0.06874124441389494,-0.4298823750995686,0.029641458384308695,-0.37222605110517054,-0.038542600674693374,0.5264267646004698,0.05415016548673426,0.7502901192959245,0.018682649604832142,0.6554442910597316,0.050269558227113174,0.0846599293558833,-0.06874124441389494,-0.08067890227185476,0.01868264960483214,0.11542459805870642,0.10380148015959453,0.5628409194531252,-0.06722384753740325,0.24135301949185578,0.029641458384308688,-0.1732267126302212,0.050269558227113174,0.007875262779711768,-0.06722384753740325,0.34045171774785715,0.1763786080210243,0.3756643505306565
2017-06-11 10:49:00,100.0,0.41418147932305427,7.302174034663056,13.500802480552618,30.582150521251673,0.6340217222346589,0.8408654746394987,0.5044617816823516,0.3614866784412175,2.1225270604503326,2.1769500571803544,106.00387929163333,14.720645258488794,24.05336341352733,8.321972591386771,81.950515878106,6.398672667102023,0.508345034078637,0.2544816891781326,0.35512644182300407,-0.002752124248318912,0.2973813197808377,-0.325419194689349,-0.24214656247804262,0.2201514155009148,-0.31559179702908485,-0.002752124248318926,0.5595734990341737,0.1306726186904642,0.6075309676716006,-0.08585585683285317,0.4910389162337397,0.1802998212865788,0.07048487623484152,-0.325419194689349,0.058208181845010636,-0.08585585683285318,0.14112683921333505,0.5664178811508416,0.6857951398304242,-0.390370376526404,0.2879320356139713,0.2201514155009148,-0.11551254562221525,0.1802998212865788,-0.09712054336129727,-0.390370376526404,0.29346234756878353,0.605167058040457,0.7132886081331336
2017-06-11 10:50:00,100.0,0.45550510468266936,5.5865441551435815,11.044575279580704,38.55827887488341,0.559094540628697,1.0140941977303335,0.5214501735680817,0.3848307129006306,1.4304960727230869,1.856722096327874,87.92744187465578,14.787370469675427,18.136207362718448,6.188469780232191,69.79123451193733,8.598900689443235,0.509079103155069,0.27191028351418245,0.34923130752555875,-0.14902666925885677,0.07337172034044087,-0.1140060414952177,-1.1095426822224215,0.1943213555542047,-0.24959789882236408,-0.14902666925885677,0.6151981351542068,0.14809467759160755,0.8543067197943105,-0.0035852245904965004,1.1063290665492491,0.0055557094013724585,0.07274285840592992,-0.1140060414952177,-0.0628110574244766,-0.0035852245904964965,0.11855944388931201,0.12817924274473635,0.8884464195032715,-0.18214736104230767,0.05586051824003688,0.19432135555420474,-0.12959592621787935,0.005555709401372458,-0.061241557509391864,-0.18214736104230767,-0.050851896864601856,0.38292905770724445,0.46059282626934844
2017-06-11 10:52:00,100.0,0.47730835048497916,6.137608183210452,11.030339854814331,30.416800173037334,0.7036009482515565,0.9416039125268993,0.335019681283919,0.24941396726405501,1.5684406806599602,1.5305223015261409,89.29398249502442,8.750409660581635,13.377458263631569,4.365772542373428,75.91652423139286,4.384637118208207,0.553599993229103,0.11223818684757866,0.33385514076655315,-0.05136990507421,0.24362311748966745,-0.12550066552958433,-0.3795816188961478,0.05401487873012983,-0.3716348641714216,-0.051369905074210014,0.5967979341303429,0.062207327066395104,0.7254818098510871,0.0279004562990118,0.5988008483166359,0.038302253961268115,0.21788215912135903,-0.12550066552958433,0.005223746770052221,0.0279004562990118,0.11270778723959837,0.20257374261554223,0.4846052900404443,-0.11155912205424581,0.2517494534439909,0.054014878730129834,-0.1056585446155409,0.03830225396126811,-0.03503512672441513,-0.11155912205424581,0.30394824790259584,0.18114306403447772,0.7982289925992159
